simulated_period,simulated_disaster,year,month,day,date,region,pa_projects,ia_registrations
913,58533,2021,8,5,2021-08-05,6,577,3485
913,58534,2021,8,7,2021-08-07,6,113,9804
913,58535,2021,8,9,2021-08-09,9,9,0
913,58536,2021,8,11,2021-08-11,8,39,0
913,58537,2021,8,23,2021-08-23,2,571,0
913,58538,2021,8,25,2021-08-25,3,52,0
913,58539,2021,8,26,2021-08-26,9,26,0
913,58540,2021,8,28,2021-08-28,1,215,0
913,58541,2021,8,30,2021-08-30,1,170,0
913,58542,2021,9,4,2021-09-04,7,867,29358
913,58543,2021,9,5,2021-09-05,5,700,0
913,58544,2021,9,10,2021-09-10,7,12,0
913,58545,2021,9,11,2021-09-11,7,725,0
913,58546,2021,9,27,2021-09-27,8,836,34349
913,58547,2021,11,2,2021-11-02,6,160,1484
913,58548,2021,11,8,2021-11-08,6,33,0
913,58549,2021,12,3,2021-12-03,9,37,0
913,58550,2021,12,18,2021-12-18,9,89,0
913,58551,2022,1,2,2022-01-02,8,62,0
913,58552,2022,1,10,2022-01-10,9,323,18776
913,58553,2022,1,28,2022-01-28,7,399,0
913,58554,2022,1,29,2022-01-29,6,431,13686
913,58555,2022,2,1,2022-02-01,3,166,0
913,58556,2022,2,2,2022-02-02,6,365,0
913,58557,2022,2,8,2022-02-08,6,1863,0
913,58558,2022,2,14,2022-02-14,7,1808,0
913,58559,2022,2,16,2022-02-16,2,493,0
913,58560,2022,2,22,2022-02-22,6,1478,0
914,58561,2021,2,27,2021-02-27,6,2001,0
914,58562,2021,3,4,2021-03-04,1,238,0
914,58563,2021,3,6,2021-03-06,3,17,0
914,58564,2021,3,19,2021-03-19,6,930,227
914,58565,2021,3,25,2021-03-25,8,14,0
914,58566,2021,4,3,2021-04-03,1,152,0
914,58567,2021,4,4,2021-04-04,3,311,0
914,58568,2021,4,5,2021-04-05,8,188,0
914,58569,2021,4,11,2021-04-11,4,2208,6876
914,58570,2021,4,13,2021-04-13,9,168,0
914,58571,2021,4,14,2021-04-14,9,433,0
914,58572,2021,4,20,2021-04-20,3,25,0
914,58573,2021,4,23,2021-04-23,6,473,0
914,58574,2021,4,27,2021-04-27,8,56,0
914,58575,2021,5,8,2021-05-08,7,239,443
914,58576,2021,5,15,2021-05-15,7,174,0
914,58577,2021,6,4,2021-06-04,4,126,0
914,58578,2021,6,4,2021-06-04,6,2102,0
914,58579,2021,6,14,2021-06-14,5,755,0
914,58580,2021,6,15,2021-06-15,8,658,0
914,58581,2021,6,18,2021-06-18,3,362,0
914,58582,2021,6,18,2021-06-18,4,94,0
914,58583,2021,6,18,2021-06-18,6,444,253
914,58584,2021,6,20,2021-06-20,6,163,4279
914,58585,2021,7,2,2021-07-02,7,149,0
914,58586,2021,7,9,2021-07-09,7,187,0
914,58587,2021,7,11,2021-07-11,4,562,0
914,58588,2021,7,12,2021-07-12,5,1706,0
914,58589,2021,7,13,2021-07-13,7,164,0
914,58590,2021,7,14,2021-07-14,5,360,0
914,58591,2021,7,15,2021-07-15,4,188,33900
914,58592,2021,7,17,2021-07-17,4,399,0
914,58593,2021,7,21,2021-07-21,7,22,0
914,58594,2021,7,25,2021-07-25,7,933,0
914,58595,2021,7,26,2021-07-26,4,345,0
914,58596,2021,7,29,2021-07-29,7,21,0
914,58597,2021,7,31,2021-07-31,7,561,0
914,58598,2021,7,31,2021-07-31,9,13,0
914,58599,2021,8,3,2021-08-03,10,3200,1854
914,58600,2021,8,4,2021-08-04,3,37,0
914,58601,2021,8,6,2021-08-06,7,588,0
914,58602,2021,8,10,2021-08-10,3,85,0
914,58603,2021,8,17,2021-08-17,5,152,0
914,58604,2021,8,25,2021-08-25,4,349,0
914,58605,2021,8,28,2021-08-28,1,194,0
914,58606,2021,8,29,2021-08-29,7,15,17520
914,58607,2021,8,30,2021-08-30,5,0,5787
914,58608,2021,8,30,2021-08-30,7,181,0
914,58609,2021,8,31,2021-08-31,6,1108,125240
914,58610,2021,9,3,2021-09-03,1,943,0
914,58611,2021,9,14,2021-09-14,7,281,0
914,58612,2021,9,24,2021-09-24,4,339,0
914,58613,2021,9,24,2021-09-24,7,30,0
914,58614,2021,9,27,2021-09-27,1,112,0
914,58615,2021,10,1,2021-10-01,3,64,0
914,58616,2021,10,3,2021-10-03,7,1381,1909
914,58617,2021,10,30,2021-10-30,7,186,0
914,58618,2021,11,1,2021-11-01,9,8,0
914,58619,2021,11,16,2021-11-16,1,17,0
914,58620,2021,11,23,2021-11-23,8,21,0
914,58621,2021,11,24,2021-11-24,7,69,0
914,58622,2021,12,5,2021-12-05,2,292,0
914,58623,2021,12,15,2021-12-15,7,194,0
914,58624,2022,1,1,2022-01-01,4,36,0
914,58625,2022,1,18,2022-01-18,4,206,0
914,58626,2022,1,21,2022-01-21,4,204,0
914,58627,2022,1,25,2022-01-25,4,93,0
914,58628,2022,1,31,2022-01-31,4,219,0
914,58629,2022,2,1,2022-02-01,6,73,0
914,58630,2022,2,5,2022-02-05,3,407,0
914,58631,2022,2,11,2022-02-11,3,571,0
914,58632,2022,2,11,2022-02-11,8,334,0
915,58633,2021,2,23,2021-02-23,4,898,0
915,58634,2021,3,8,2021-03-08,6,85,0
915,58635,2021,3,10,2021-03-10,6,602,0
915,58636,2021,3,12,2021-03-12,4,360,1346
915,58637,2021,3,20,2021-03-20,4,431,1806
915,58638,2021,3,28,2021-03-28,3,13467,1044
915,58639,2021,4,3,2021-04-03,7,149,0
915,58640,2021,4,4,2021-04-04,7,156,0
915,58641,2021,4,12,2021-04-12,7,176,0
915,58642,2021,4,17,2021-04-17,5,108,0
915,58643,2021,4,26,2021-04-26,5,329,0
915,58644,2021,4,26,2021-04-26,7,368,114
915,58645,2021,4,28,2021-04-28,5,163,0
915,58646,2021,4,30,2021-04-30,3,104,0
915,58647,2021,5,23,2021-05-23,7,44,0
915,58648,2021,5,28,2021-05-28,6,193,6186
915,58649,2021,5,31,2021-05-31,8,306,17585
915,58650,2021,6,1,2021-06-01,7,437,0
915,58651,2021,6,22,2021-06-22,4,2852,10431
915,58652,2021,6,30,2021-06-30,9,73,523
915,58653,2021,7,10,2021-07-10,3,80,1223
915,58654,2021,7,12,2021-07-12,7,135,0
915,58655,2021,7,21,2021-07-21,8,99,0
915,58656,2021,8,1,2021-08-01,1,495,1603
915,58657,2021,8,11,2021-08-11,7,146,0
915,58658,2021,8,13,2021-08-13,7,62,0
915,58659,2021,8,27,2021-08-27,7,749,20985
915,58660,2021,9,1,2021-09-01,7,431,0
915,58661,2021,9,6,2021-09-06,7,91,0
915,58662,2021,9,14,2021-09-14,4,872,0
915,58663,2021,9,16,2021-09-16,4,1171,26914
915,58664,2021,9,18,2021-09-18,5,2185,27072
915,58665,2021,9,20,2021-09-20,7,2764,11719
915,58666,2021,9,22,2021-09-22,4,35,0
915,58667,2021,9,24,2021-09-24,4,1053,42031
915,58668,2021,9,26,2021-09-26,1,530,8031
915,58669,2021,9,27,2021-09-27,4,57,0
915,58670,2021,9,27,2021-09-27,4,212,0
915,58671,2021,10,7,2021-10-07,2,491,0
915,58672,2021,10,13,2021-10-13,1,10,0
915,58673,2021,10,18,2021-10-18,4,260,0
915,58674,2021,10,20,2021-10-20,7,266,0
915,58675,2021,10,23,2021-10-23,5,2070,0
915,58676,2021,11,2,2021-11-02,6,392,1661
915,58677,2021,11,11,2021-11-11,1,256,438
915,58678,2021,11,11,2021-11-11,10,140,0
915,58679,2021,11,14,2021-11-14,7,230,2287
915,58680,2021,11,16,2021-11-16,9,12,0
915,58681,2021,11,18,2021-11-18,7,63,0
915,58682,2021,11,20,2021-11-20,2,75,0
915,58683,2021,11,27,2021-11-27,8,9,0
915,58684,2021,12,8,2021-12-08,10,76,0
915,58685,2022,1,1,2022-01-01,6,140,0
915,58686,2022,1,19,2022-01-19,6,84,0
915,58687,2022,1,28,2022-01-28,6,49,0
915,58688,2022,2,14,2022-02-14,6,107,0
915,58689,2022,2,17,2022-02-17,6,95,0
915,58690,2022,2,22,2022-02-22,2,0,797
916,58691,2021,3,9,2021-03-09,6,474,0
916,58692,2021,3,22,2021-03-22,7,847,0
916,58693,2021,3,25,2021-03-25,7,627,2628
916,58694,2021,4,10,2021-04-10,4,659,926
916,58695,2021,5,8,2021-05-08,10,39,0
916,58696,2021,5,22,2021-05-22,10,38,0
916,58697,2021,5,29,2021-05-29,6,188,41133
916,58698,2021,6,6,2021-06-06,9,28,21
916,58699,2021,6,9,2021-06-09,10,62,0
916,58700,2021,6,10,2021-06-10,4,160,0
916,58701,2021,6,11,2021-06-11,8,1619,0
916,58702,2021,6,15,2021-06-15,6,98,0
916,58703,2021,6,15,2021-06-15,8,137,0
916,58704,2021,6,16,2021-06-16,6,151,0
916,58705,2021,6,18,2021-06-18,3,390,0
916,58706,2021,6,19,2021-06-19,8,107,687
916,58707,2021,6,22,2021-06-22,3,590,5646
916,58708,2021,6,25,2021-06-25,8,37,0
916,58709,2021,6,26,2021-06-26,3,77,0
916,58710,2021,6,27,2021-06-27,6,4,0
916,58711,2021,7,4,2021-07-04,9,160,0
916,58712,2021,7,7,2021-07-07,8,214,0
916,58713,2021,7,30,2021-07-30,2,894,0
916,58714,2021,7,31,2021-07-31,8,286,0
916,58715,2021,8,3,2021-08-03,3,94,0
916,58716,2021,9,1,2021-09-01,8,67,0
916,58717,2021,9,4,2021-09-04,8,104,0
916,58718,2021,9,6,2021-09-06,2,640,0
916,58719,2021,9,14,2021-09-14,4,409,139595
916,58720,2021,9,16,2021-09-16,4,1181,87238
916,58721,2021,9,17,2021-09-17,1,547,0
916,58722,2021,9,17,2021-09-17,2,618,0
916,58723,2021,9,22,2021-09-22,4,1610,151291
916,58724,2021,9,26,2021-09-26,2,234,30746
916,58725,2021,10,2,2021-10-02,10,40,0
916,58726,2021,10,7,2021-10-07,10,35,0
916,58727,2021,10,8,2021-10-08,6,0,14913
916,58728,2021,10,9,2021-10-09,7,116,0
916,58729,2021,10,11,2021-10-11,10,272,0
916,58730,2021,10,13,2021-10-13,6,38,0
916,58731,2021,10,26,2021-10-26,4,3491,171202
916,58732,2021,10,26,2021-10-26,10,151,0
916,58733,2021,10,28,2021-10-28,6,26,0
916,58734,2021,10,31,2021-10-31,6,135,236652
916,58735,2021,11,4,2021-11-04,8,15,0
916,58736,2021,11,7,2021-11-07,4,0,4528
916,58737,2021,11,16,2021-11-16,7,16,0
916,58738,2021,11,17,2021-11-17,7,166,0
916,58739,2021,12,8,2021-12-08,6,222,0
916,58740,2021,12,24,2021-12-24,7,198,0
916,58741,2021,12,25,2021-12-25,6,10,0
916,58742,2021,12,28,2021-12-28,7,194,0
916,58743,2022,1,6,2022-01-06,8,26,0
916,58744,2022,1,11,2022-01-11,2,675,0
916,58745,2022,1,20,2022-01-20,3,35,0
916,58746,2022,1,25,2022-01-25,1,39,0
916,58747,2022,1,25,2022-01-25,1,282,0
916,58748,2022,1,28,2022-01-28,2,327,0
916,58749,2022,2,6,2022-02-06,6,117,0
916,58750,2022,2,6,2022-02-06,10,14,0
916,58751,2022,2,21,2022-02-21,8,102,0
917,58752,2021,2,25,2021-02-25,6,760,0
917,58753,2021,3,2,2021-03-02,9,75,0
917,58754,2021,3,7,2021-03-07,3,150,0
917,58755,2021,3,11,2021-03-11,1,86,0
917,58756,2021,3,12,2021-03-12,4,133,0
917,58757,2021,3,13,2021-03-13,6,154,0
917,58758,2021,3,17,2021-03-17,8,258,0
917,58759,2021,3,19,2021-03-19,7,44,0
917,58760,2021,3,24,2021-03-24,7,1146,9179
917,58761,2021,4,4,2021-04-04,1,36,0
917,58762,2021,4,6,2021-04-06,2,1076,6339
917,58763,2021,4,6,2021-04-06,7,104,544
917,58764,2021,4,11,2021-04-11,6,473,0
917,58765,2021,4,13,2021-04-13,1,78,105
917,58766,2021,4,14,2021-04-14,2,217,0
917,58767,2021,4,14,2021-04-14,2,757,1606
917,58768,2021,4,27,2021-04-27,6,0,31
917,58769,2021,5,1,2021-05-01,6,486,47088
917,58770,2021,5,4,2021-05-04,4,56,1818
917,58771,2021,5,8,2021-05-08,6,60,0
917,58772,2021,5,10,2021-05-10,3,0,1869
917,58773,2021,5,10,2021-05-10,4,787,0
917,58774,2021,5,10,2021-05-10,6,130,0
917,58775,2021,5,13,2021-05-13,5,258,0
917,58776,2021,5,20,2021-05-20,7,27,0
917,58777,2021,5,23,2021-05-23,6,3565,6035
917,58778,2021,5,24,2021-05-24,6,0,3431
917,58779,2021,5,28,2021-05-28,10,1447,9645
917,58780,2021,5,30,2021-05-30,6,0,1264
917,58781,2021,6,2,2021-06-02,7,189,0
917,58782,2021,6,7,2021-06-07,3,77,0
917,58783,2021,6,20,2021-06-20,8,196,0
917,58784,2021,6,25,2021-06-25,5,101,0
917,58785,2021,7,15,2021-07-15,8,68,0
917,58786,2021,7,22,2021-07-22,5,0,883
917,58787,2021,8,4,2021-08-04,2,107,1736
917,58788,2021,8,10,2021-08-10,6,580,17303
917,58789,2021,8,11,2021-08-11,1,148,0
917,58790,2021,8,16,2021-08-16,9,113,6590
917,58791,2021,8,22,2021-08-22,7,226,0
917,58792,2021,9,3,2021-09-03,9,28,0
917,58793,2021,9,7,2021-09-07,9,137,0
917,58794,2021,9,8,2021-09-08,7,59,0
917,58795,2021,9,22,2021-09-22,7,206,0
917,58796,2021,10,7,2021-10-07,8,59,0
917,58797,2021,10,27,2021-10-27,4,140,0
917,58798,2021,11,6,2021-11-06,1,165,0
917,58799,2021,11,12,2021-11-12,2,182,0
917,58800,2021,11,19,2021-11-19,7,112,685
917,58801,2021,11,20,2021-11-20,3,381,3560
917,58802,2021,11,30,2021-11-30,7,94,0
917,58803,2021,12,10,2021-12-10,6,225,0
917,58804,2021,12,23,2021-12-23,6,191,0
917,58805,2022,1,4,2022-01-04,3,12126,8938
917,58806,2022,1,9,2022-01-09,6,117,0
917,58807,2022,1,9,2022-01-09,9,47,0
917,58808,2022,1,21,2022-01-21,10,75,0
917,58809,2022,2,6,2022-02-06,10,362,0
917,58810,2022,2,9,2022-02-09,2,952,0
917,58811,2022,2,11,2022-02-11,1,1012,2750
917,58812,2022,2,11,2022-02-11,4,64,0
917,58813,2022,2,16,2022-02-16,10,9,0
917,58814,2022,2,20,2022-02-20,5,133,0
918,58815,2021,2,24,2021-02-24,9,191,0
918,58816,2021,3,19,2021-03-19,7,194,0
918,58817,2021,3,20,2021-03-20,4,604,0
918,58818,2021,3,30,2021-03-30,1,20,0
918,58819,2021,4,4,2021-04-04,6,22,0
918,58820,2021,4,15,2021-04-15,3,331,0
918,58821,2021,4,16,2021-04-16,3,209,0
918,58822,2021,4,17,2021-04-17,2,770,0
918,58823,2021,4,21,2021-04-21,8,16,0
918,58824,2021,4,30,2021-04-30,5,713,0
918,58825,2021,5,5,2021-05-05,1,95,0
918,58826,2021,5,20,2021-05-20,1,195,0
918,58827,2021,5,21,2021-05-21,5,143,0
918,58828,2021,5,24,2021-05-24,9,82,0
918,58829,2021,5,26,2021-05-26,9,631,723
918,58830,2021,5,29,2021-05-29,9,277,577
918,58831,2021,6,3,2021-06-03,3,290,0
918,58832,2021,6,6,2021-06-06,1,202,0
918,58833,2021,6,6,2021-06-06,7,3381,33257
918,58834,2021,6,7,2021-06-07,8,32,0
918,58835,2021,6,12,2021-06-12,5,400,0
918,58836,2021,6,20,2021-06-20,7,459,0
918,58837,2021,6,23,2021-06-23,9,156,0
918,58838,2021,6,29,2021-06-29,1,155,0
918,58839,2021,6,29,2021-06-29,7,43,0
918,58840,2021,6,29,2021-06-29,9,70,0
918,58841,2021,7,2,2021-07-02,3,362,0
918,58842,2021,7,4,2021-07-04,7,772,0
918,58843,2021,7,9,2021-07-09,4,70,307
918,58844,2021,7,9,2021-07-09,5,585,0
918,58845,2021,7,14,2021-07-14,10,705,0
918,58846,2021,7,20,2021-07-20,3,363,1239
918,58847,2021,7,25,2021-07-25,6,181,0
918,58848,2021,7,25,2021-07-25,7,1594,0
918,58849,2021,7,29,2021-07-29,5,201,0
918,58850,2021,8,4,2021-08-04,4,1714,6911
918,58851,2021,8,19,2021-08-19,7,49,0
918,58852,2021,9,7,2021-09-07,6,2242,104004
918,58853,2021,9,17,2021-09-17,6,284,0
918,58854,2021,9,20,2021-09-20,4,1406,140205
918,58855,2021,10,16,2021-10-16,7,2527,65732
918,58856,2021,11,4,2021-11-04,5,63,0
918,58857,2021,11,13,2021-11-13,6,25,0
918,58858,2021,11,13,2021-11-13,6,58,0
918,58859,2021,11,16,2021-11-16,3,111,0
918,58860,2021,11,23,2021-11-23,7,54,0
918,58861,2021,11,30,2021-11-30,7,293,3265
918,58862,2021,12,6,2021-12-06,8,252,0
918,58863,2021,12,17,2021-12-17,4,607,4734
918,58864,2021,12,30,2021-12-30,7,308,0
918,58865,2022,1,1,2022-01-01,4,709,0
918,58866,2022,1,11,2022-01-11,1,186,0
918,58867,2022,1,21,2022-01-21,6,321,0
918,58868,2022,1,27,2022-01-27,6,33,0
919,58869,2021,3,1,2021-03-01,5,72,0
919,58870,2021,3,3,2021-03-03,8,29,0
919,58871,2021,3,5,2021-03-05,4,46,0
919,58872,2021,3,13,2021-03-13,8,171,0
919,58873,2021,3,14,2021-03-14,6,545,0
919,58874,2021,3,16,2021-03-16,6,74,0
919,58875,2021,3,20,2021-03-20,8,77,0
919,58876,2021,3,21,2021-03-21,1,608,0
919,58877,2021,3,30,2021-03-30,4,615,0
919,58878,2021,3,31,2021-03-31,2,4039,0
919,58879,2021,4,6,2021-04-06,3,195,0
919,58880,2021,4,7,2021-04-07,1,740,0
919,58881,2021,4,9,2021-04-09,8,48,0
919,58882,2021,4,19,2021-04-19,9,194,900
919,58883,2021,4,24,2021-04-24,7,349,0
919,58884,2021,4,25,2021-04-25,6,99,0
919,58885,2021,4,30,2021-04-30,5,4139,1097
919,58886,2021,5,4,2021-05-04,2,1132,0
919,58887,2021,5,30,2021-05-30,1,278,0
919,58888,2021,5,31,2021-05-31,5,110,0
919,58889,2021,6,3,2021-06-03,6,101,0
919,58890,2021,6,7,2021-06-07,6,61,0
919,58891,2021,6,12,2021-06-12,6,115,0
919,58892,2021,6,15,2021-06-15,6,213,0
919,58893,2021,6,17,2021-06-17,9,198,0
919,58894,2021,6,19,2021-06-19,6,1305,537
919,58895,2021,6,23,2021-06-23,7,135,0
919,58896,2021,6,27,2021-06-27,9,30,0
919,58897,2021,6,28,2021-06-28,3,4457,0
919,58898,2021,6,30,2021-06-30,9,22,0
919,58899,2021,7,1,2021-07-01,6,60,0
919,58900,2021,7,2,2021-07-02,1,9,0
919,58901,2021,7,22,2021-07-22,6,1252,29188
919,58902,2021,7,23,2021-07-23,8,89,0
919,58903,2021,7,30,2021-07-30,7,585,0
919,58904,2021,8,2,2021-08-02,4,264,10124
919,58905,2021,8,4,2021-08-04,1,157,0
919,58906,2021,8,11,2021-08-11,4,13,0
919,58907,2021,8,14,2021-08-14,5,3994,63954
919,58908,2021,8,18,2021-08-18,9,588,0
919,58909,2021,8,19,2021-08-19,1,173,0
919,58910,2021,8,24,2021-08-24,5,74,0
919,58911,2021,8,24,2021-08-24,8,281,0
919,58912,2021,9,3,2021-09-03,2,3316,0
919,58913,2021,9,9,2021-09-09,5,1196,13057
919,58914,2021,9,16,2021-09-16,8,857,19078
919,58915,2021,9,30,2021-09-30,9,294,0
919,58916,2021,10,4,2021-10-04,4,615,0
919,58917,2021,10,12,2021-10-12,6,297,0
919,58918,2021,10,19,2021-10-19,6,179,0
919,58919,2021,10,24,2021-10-24,7,59,0
919,58920,2021,10,25,2021-10-25,2,366,108581
919,58921,2021,10,25,2021-10-25,6,0,2521
919,58922,2021,10,25,2021-10-25,6,0,333191
919,58923,2021,10,26,2021-10-26,6,57,0
919,58924,2021,11,1,2021-11-01,4,27,0
919,58925,2021,11,17,2021-11-17,4,262,2243
919,58926,2021,11,21,2021-11-21,2,1434,14787
919,58927,2021,11,23,2021-11-23,6,151,0
919,58928,2021,12,14,2021-12-14,2,108,0
919,58929,2021,12,15,2021-12-15,4,2021,0
919,58930,2021,12,15,2021-12-15,6,87,0
919,58931,2021,12,20,2021-12-20,4,29,0
919,58932,2022,2,11,2022-02-11,9,217,0
920,58933,2021,2,27,2021-02-27,1,25,0
920,58934,2021,3,7,2021-03-07,2,280,0
920,58935,2021,3,7,2021-03-07,5,1931,0
920,58936,2021,3,8,2021-03-08,10,25,0
920,58937,2021,3,13,2021-03-13,7,261,0
920,58938,2021,3,16,2021-03-16,2,1625,153099
920,58939,2021,3,21,2021-03-21,6,24,0
920,58940,2021,3,23,2021-03-23,4,1682,0
920,58941,2021,3,23,2021-03-23,5,301,0
920,58942,2021,3,28,2021-03-28,8,15,0
920,58943,2021,3,30,2021-03-30,8,111,0
920,58944,2021,3,31,2021-03-31,7,133,0
920,58945,2021,4,15,2021-04-15,7,90,0
920,58946,2021,4,16,2021-04-16,6,235,722
920,58947,2021,4,19,2021-04-19,3,122,127
920,58948,2021,4,23,2021-04-23,6,45,0
920,58949,2021,4,24,2021-04-24,7,213,3327
920,58950,2021,4,27,2021-04-27,7,118,0
920,58951,2021,5,1,2021-05-01,6,0,810
920,58952,2021,5,13,2021-05-13,6,24,0
920,58953,2021,5,14,2021-05-14,1,24,0
920,58954,2021,5,18,2021-05-18,4,1060,3428
920,58955,2021,5,23,2021-05-23,4,79,13944
920,58956,2021,5,23,2021-05-23,8,125,0
920,58957,2021,5,29,2021-05-29,4,738,0
920,58958,2021,6,3,2021-06-03,3,118,0
920,58959,2021,6,3,2021-06-03,9,623,0
920,58960,2021,6,22,2021-06-22,2,129,0
920,58961,2021,6,27,2021-06-27,2,36,0
920,58962,2021,7,1,2021-07-01,6,196,0
920,58963,2021,7,9,2021-07-09,6,189,0
920,58964,2021,7,18,2021-07-18,9,112,0
920,58965,2021,8,4,2021-08-04,4,627,573161
920,58966,2021,8,15,2021-08-15,5,601,0
920,58967,2021,8,16,2021-08-16,1,496,0
920,58968,2021,8,19,2021-08-19,8,51,0
920,58969,2021,9,10,2021-09-10,10,395,0
920,58970,2021,9,11,2021-09-11,10,38,0
920,58971,2021,9,14,2021-09-14,3,111,0
920,58972,2021,9,15,2021-09-15,10,278,0
920,58973,2021,9,17,2021-09-17,4,181,0
920,58974,2021,9,20,2021-09-20,10,69,0
920,58975,2021,9,27,2021-09-27,10,182,0
920,58976,2021,9,30,2021-09-30,2,418,0
920,58977,2021,10,8,2021-10-08,4,1929,100145
920,58978,2021,10,9,2021-10-09,6,87,0
920,58979,2021,10,10,2021-10-10,6,2999,0
920,58980,2021,10,11,2021-10-11,7,751,11416
920,58981,2021,10,12,2021-10-12,7,61,0
920,58982,2021,10,12,2021-10-12,9,220,0
920,58983,2021,10,17,2021-10-17,7,98,0
920,58984,2021,10,23,2021-10-23,4,0,6852
920,58985,2021,10,30,2021-10-30,9,8,0
920,58986,2021,10,31,2021-10-31,9,116,0
920,58987,2021,11,18,2021-11-18,6,53,0
920,58988,2021,11,19,2021-11-19,6,14,0
920,58989,2021,11,22,2021-11-22,6,217,0
920,58990,2021,12,21,2021-12-21,2,715,0
920,58991,2021,12,23,2021-12-23,6,1628,0
920,58992,2022,1,7,2022-01-07,5,995,0
920,58993,2022,1,23,2022-01-23,10,102,0
920,58994,2022,2,7,2022-02-07,1,1541,0
920,58995,2022,2,20,2022-02-20,1,957,0
921,58996,2021,2,26,2021-02-26,3,634,0
921,58997,2021,3,7,2021-03-07,10,23,0
921,58998,2021,3,14,2021-03-14,9,171,0
921,58999,2021,3,16,2021-03-16,4,88,0
921,59000,2021,4,8,2021-04-08,4,37,0
921,59001,2021,4,15,2021-04-15,4,2143,16604
921,59002,2021,4,27,2021-04-27,4,125,12084
921,59003,2021,5,2,2021-05-02,3,2422,57567
921,59004,2021,5,27,2021-05-27,9,37,0
921,59005,2021,6,9,2021-06-09,1,92,0
921,59006,2021,6,10,2021-06-10,1,74,0
921,59007,2021,6,14,2021-06-14,2,1080,0
921,59008,2021,6,15,2021-06-15,7,378,0
921,59009,2021,6,17,2021-06-17,7,235,0
921,59010,2021,6,21,2021-06-21,1,40,1223
921,59011,2021,6,24,2021-06-24,4,21,0
921,59012,2021,6,29,2021-06-29,3,175,0
921,59013,2021,7,3,2021-07-03,4,483,0
921,59014,2021,7,4,2021-07-04,8,755,0
921,59015,2021,7,5,2021-07-05,2,2471,0
921,59016,2021,7,6,2021-07-06,9,44,0
921,59017,2021,7,6,2021-07-06,10,167,244
921,59018,2021,7,7,2021-07-07,7,3478,568
921,59019,2021,7,13,2021-07-13,4,697,0
921,59020,2021,7,14,2021-07-14,10,81,0
921,59021,2021,7,16,2021-07-16,6,1039,0
921,59022,2021,7,17,2021-07-17,7,503,0
921,59023,2021,7,19,2021-07-19,7,406,0
921,59024,2021,7,20,2021-07-20,10,50,0
921,59025,2021,7,24,2021-07-24,1,77,0
921,59026,2021,7,24,2021-07-24,8,129,0
921,59027,2021,7,24,2021-07-24,9,46,0
921,59028,2021,7,27,2021-07-27,10,57,0
921,59029,2021,7,29,2021-07-29,4,462,0
921,59030,2021,7,31,2021-07-31,10,241,0
921,59031,2021,8,2,2021-08-02,6,24,0
921,59032,2021,8,2,2021-08-02,8,430,27487
921,59033,2021,8,3,2021-08-03,9,17,0
921,59034,2021,8,10,2021-08-10,8,27,0
921,59035,2021,8,21,2021-08-21,6,91,9548
921,59036,2021,8,26,2021-08-26,3,167,0
921,59037,2021,8,28,2021-08-28,3,39,0
921,59038,2021,8,30,2021-08-30,3,57,0
921,59039,2021,8,31,2021-08-31,3,33,0
921,59040,2021,9,3,2021-09-03,1,33,0
921,59041,2021,9,12,2021-09-12,1,154,0
921,59042,2021,9,17,2021-09-17,5,255,0
921,59043,2021,9,18,2021-09-18,1,1235,1249
921,59044,2021,9,30,2021-09-30,4,301,8491
921,59045,2021,10,7,2021-10-07,6,48,0
921,59046,2021,10,8,2021-10-08,8,114,0
921,59047,2021,10,12,2021-10-12,2,76,0
921,59048,2021,10,12,2021-10-12,3,43,0
921,59049,2021,10,23,2021-10-23,7,95,0
921,59050,2021,10,24,2021-10-24,3,55,0
921,59051,2021,10,28,2021-10-28,3,76,0
921,59052,2021,10,30,2021-10-30,3,201,0
921,59053,2021,11,7,2021-11-07,7,18,0
921,59054,2021,11,23,2021-11-23,7,42,0
921,59055,2021,12,15,2021-12-15,9,325,0
921,59056,2022,2,1,2022-02-01,4,69,0
921,59057,2022,2,8,2022-02-08,10,47,0
921,59058,2022,2,9,2022-02-09,8,290,0
921,59059,2022,2,10,2022-02-10,4,265,0
921,59060,2022,2,10,2022-02-10,6,1245,7703
921,59061,2022,2,12,2022-02-12,4,342,3625
922,59062,2021,2,27,2021-02-27,3,603,17287
922,59063,2021,3,3,2021-03-03,7,507,0
922,59064,2021,3,4,2021-03-04,8,293,0
922,59065,2021,3,7,2021-03-07,2,698,0
922,59066,2021,3,14,2021-03-14,8,60,0
922,59067,2021,3,20,2021-03-20,5,3297,687
922,59068,2021,3,21,2021-03-21,8,161,0
922,59069,2021,3,29,2021-03-29,3,586,0
922,59070,2021,3,29,2021-03-29,7,189,0
922,59071,2021,4,21,2021-04-21,3,393,0
922,59072,2021,4,22,2021-04-22,3,2290,0
922,59073,2021,5,9,2021-05-09,9,52,2162
922,59074,2021,5,23,2021-05-23,9,5,5711
922,59075,2021,5,25,2021-05-25,6,0,8092
922,59076,2021,5,29,2021-05-29,3,0,3424
922,59077,2021,6,8,2021-06-08,5,664,0
922,59078,2021,6,10,2021-06-10,2,170,0
922,59079,2021,6,16,2021-06-16,5,313,0
922,59080,2021,6,17,2021-06-17,2,52,0
922,59081,2021,6,27,2021-06-27,5,17015,0
922,59082,2021,7,4,2021-07-04,10,26,0
922,59083,2021,7,16,2021-07-16,7,102,0
922,59084,2021,7,19,2021-07-19,10,272,0
