disaster_number,region,state,area_declarations,ih_program_declarations,ia_program_declarations,ia_or_ih_program_declarations,pa_program_declarations,hm_program_declarations,ih_declared,ia_declared,ia_or_ih_declared,pa_declared,hm_declared,min_declaration_date,max_close_out_date,square_miles_in_declared_area,censored_sqaure_miles,pa_projects,pa_applicants,pa_amount,pa_federal_share_obligated,pa_total_obligated,ia_registrations,ia_valid_call_center_registrations,ia_valid_web_registrations,ia_valid_mobile_registrations,ia_ihp_referrals,ia_ihp_eligible,ia_ihp_amount,ia_ha_referrals,ia_ha_eligible,ia_ha_amount,ia_ona_referrals,ia_ona_eligible,ia_ona_amount,ia_amount,hm_number_of_properties,hm_projects,hm_number_of_final_properties,hm_project_amount,total_amount,right_censored_total_amount,log_total_amount,scaled_log_total_amount,year,month,nonzero_pa_projects,nonzero_ia_registrations
1483,8,ND,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,2003-08-01,2010-08-16,1513.4,FALSE,3,3,1103828.67,827871.5,868596.0199999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,141000,1244828.67,FALSE,14.034508463953376,-1.3863446081187396,2003,8,1,0
1484,5,OH,15,12,12,12,12,14,TRUE,TRUE,TRUE,TRUE,TRUE,2003-08-01,2012-07-18,8081.97,FALSE,740,226,13951123,10442394.58,10875976.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,22,133,5796229,19747352,TRUE,16.798529964373053,0.12580547033891235,2003,8,1,NA
1485,3,PA,15,11,11,11,13,8,TRUE,TRUE,TRUE,TRUE,TRUE,2003-08-23,2010-09-30,NA,TRUE,1146,318,31649564,27914128.92,28586080.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,8,28,2758673,34408237,TRUE,17.353806541355027,0.4295880275011842,2003,8,1,NA
1486,2,NY,17,14,14,14,15,17,TRUE,TRUE,TRUE,TRUE,TRUE,2003-08-29,2012-07-31,12829.34,FALSE,1176,202,30564489.330000002,22891747.1,23721241.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15,3,1893363,32457852.330000002,TRUE,17.29545295427586,0.3976637529372377,2003,8,1,NA
1487,5,IN,21,21,21,21,0,21,TRUE,TRUE,TRUE,FALSE,TRUE,2003-09-05,2012-02-14,8443.53,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,2,15,892957,892957,TRUE,13.702293706403644,-1.5680937629705891,2003,9,0,NA
1488,1,VT,4,0,0,0,4,4,FALSE,FALSE,FALSE,TRUE,TRUE,2003-09-12,2011-01-04,3144.7799999999997,FALSE,103,32,1222588.04,912664.88,966610.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,123193,1345781.04,FALSE,14.112485101362482,-1.3436848898936316,2003,9,1,0
1489,1,NH,2,0,0,0,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,2003-09-12,2008-04-07,1281.0900000000001,FALSE,66,21,1236997.61,923220.88,973986.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,74469,1311466.61,FALSE,14.086656618567334,-1.3578152221935778,2003,9,1,0
1490,4,NC,49,47,47,47,38,37,TRUE,TRUE,TRUE,TRUE,TRUE,2003-09-18,2014-09-11,NA,TRUE,1297,324,92061105.55,68990855.25,70854431.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,17,61,6160779,98221884.55,TRUE,18.40273960542042,1.0034418180315685,2003,9,1,NA
1491,3,VA,100,99,99,99,100,99,TRUE,TRUE,TRUE,TRUE,TRUE,2003-09-18,2013-09-25,NA,TRUE,2265,273,268573364.19,201148176.45,204913750.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,58,261,21260479,289833843.19,TRUE,19.48481836222639,1.5954290644234879,2003,9,1,NA
1492,3,MD,24,24,24,24,24,24,TRUE,TRUE,TRUE,TRUE,TRUE,2003-09-19,2011-11-09,NA,TRUE,1326,303,52714023.02,39539109.68,40676530.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,22,74,6570583,59284606.02,TRUE,17.897860235326377,0.7272307324870311,2003,9,1,NA
1493,3,DC,1,1,1,1,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,2003-09-20,2011-05-26,NA,TRUE,81,26,6393997.86,4781171.18,4964970.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6393997.86,TRUE,15.670870273913097,-0.4911183448859853,2003,9,1,NA
1494,3,DE,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,2003-09-20,2007-07-30,2488.7200000000003,FALSE,182,87,2812045.14,2110394.7,2216218.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,400306,3212351.14,TRUE,14.982513669368796,-0.8677067662895319,2003,9,1,NA
1495,3,DE,1,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2003-09-23,2011-01-20,494,FALSE,59,19,11329134.32,8483792.94,8683492.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,607949,11937083.32,TRUE,16.295160358031033,-0.14957964862912365,2003,9,1,NA
1496,3,WV,10,0,0,0,10,10,FALSE,FALSE,FALSE,TRUE,TRUE,2003-09-23,2010-08-17,4960.62,FALSE,228,41,1902158.42,1426062.63,1492914.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1902158.42,TRUE,14.458499809891292,-1.1543860119471698,2003,9,1,0
1497,3,PA,1,1,1,1,0,1,TRUE,TRUE,TRUE,FALSE,TRUE,2003-09-26,2007-03-23,759.23,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,2003,9,0,NA
1498,9,CA,5,5,5,5,5,5,TRUE,TRUE,TRUE,TRUE,TRUE,2003-10-27,2019-09-30,38893.25,FALSE,952,173,141791092.26,106312157.28,108149061.64999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,34,4,9504165,151295257.26,TRUE,18.8347438316711,1.2397841274238128,2003,10,1,NA
1499,10,WA,15,15,15,15,7,15,TRUE,TRUE,TRUE,TRUE,TRUE,2003-11-07,2012-12-11,29648.94,FALSE,267,62,11792413.62,8846438.99,9125551.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,4,645914,12438327.62,TRUE,16.336293200546702,-0.12707655629506945,2003,11,1,NA
1500,3,WV,34,27,27,27,33,34,TRUE,TRUE,TRUE,TRUE,TRUE,2003-11-21,2011-02-24,16195.85,FALSE,1240,106,20506223.99,15379669.32,15753907.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,4,54,3256241,23762464.99,TRUE,16.98361779244791,0.22706393511657566,2003,11,1,NA
1501,2,PR,31,21,21,21,21,31,TRUE,TRUE,TRUE,TRUE,TRUE,2003-11-21,2013-05-22,2584.33,FALSE,537,31,9160467.49,6870351.17,7133712.6899999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,19,56,2921000,12081467.49,TRUE,16.307183224052995,-0.14300213908528156,2003,11,1,NA
1502,3,VA,6,6,6,6,0,6,TRUE,TRUE,TRUE,FALSE,TRUE,2003-12-09,2007-05-31,NA,TRUE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,70102,70102,TRUE,11.15770660328616,-2.960194941285302,2003,12,0,NA
1503,2,VI,3,0,0,0,3,0,FALSE,FALSE,FALSE,TRUE,FALSE,2003-12-09,2016-08-31,NA,TRUE,115,31,2027581.77,1520686.39,1557788.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2027581.77,FALSE,14.52235439461468,-1.1194522332899877,2003,12,1,0
1504,9,FM,2,0,0,0,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,2003-12-19,2014-04-29,NA,TRUE,133,6,1565358.89,1174019.25,1225379.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,71369,1636727.89,FALSE,14.308209617734933,-1.2366072702934405,2003,12,1,0
1505,9,CA,2,1,1,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,2004-01-13,2018-12-17,7404.63,FALSE,234,39,62676034.12,46976991.64,47773159.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,12,6,2934683,65610717.12,TRUE,17.99924961130248,0.7826991696224731,2004,1,1,NA
1506,9,AS,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,2004-01-13,2015-09-10,NA,TRUE,298,31,13210082.26,11889074.08,12192558.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,6,1992329,15202411.26,TRUE,16.536964608761537,-0.0172925746472439,2004,1,1,NA
1507,5,OH,14,8,8,8,12,14,TRUE,TRUE,TRUE,TRUE,TRUE,2004-01-26,2011-03-02,7231.5,FALSE,688,192,15019071.13,11242877.37,11703087.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,8,1055639,16074710.13,TRUE,16.592757795577004,0.013230947621885208,2004,1,1,NA
1508,1,ME,7,0,0,0,7,7,FALSE,FALSE,FALSE,TRUE,TRUE,2004-02-05,2010-11-08,14564.67,FALSE,405,110,3054767.96,2291076.4,2411749.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2,192127,3246894.96,FALSE,14.993209700700305,-0.8618551458825736,2004,2,1,0
1509,4,SC,26,0,0,0,26,26,FALSE,FALSE,FALSE,TRUE,TRUE,2004-02-13,2013-09-27,16968.34,FALSE,344,138,20895005.95,15648164.22,16188809.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1301551,22196556.95,FALSE,16.915447742472104,0.18976923737137938,2004,2,1,0
1510,10,OR,30,0,0,0,30,30,FALSE,FALSE,FALSE,TRUE,TRUE,2004-02-19,2011-03-03,83278.35,FALSE,341,116,13238363.82,9917509.98,10289394.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,1179773,14418136.82,FALSE,16.483997473428616,-0.04627001126891701,2004,2,1,0
1511,9,FM,1,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2004-04-10,2015-08-20,NA,TRUE,496,22,15085027.13,13564506.36,13797356.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,331632,15416659.13,TRUE,16.550959244389613,-0.009636342827133505,2004,4,1,NA
1512,1,MA,5,5,5,5,0,5,TRUE,TRUE,TRUE,FALSE,TRUE,2004-04-21,2010-01-12,NA,TRUE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,10667,10667,TRUE,9.274910142625483,-3.9902414931212937,2004,4,0,NA
1513,5,IL,4,4,4,4,2,4,TRUE,TRUE,TRUE,TRUE,TRUE,2004-04-23,2012-07-25,NA,TRUE,84,20,2485581.19,1827069.6,1913550.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,221591,2707172.19,TRUE,14.811415175734895,-0.9613118994381724,2004,4,1,NA
1514,6,NM,4,0,0,0,4,4,FALSE,FALSE,FALSE,TRUE,TRUE,2004-04-29,2013-03-26,12033.99,FALSE,100,26,5737149.18,4289805.5600000005,4438216.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5737149.18,TRUE,15.56247298638346,-0.550420693589731,2004,4,1,0
1515,8,ND,22,0,0,0,21,22,FALSE,FALSE,FALSE,TRUE,TRUE,2004-05-05,2012-07-19,NA,TRUE,882,104,16248089.49,12186067.96,12621672.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,15,800138,17048227.490000002,FALSE,16.651556796758843,0.0453989008150313,2004,5,1,0
1516,6,AR,14,0,0,0,14,14,FALSE,FALSE,FALSE,TRUE,TRUE,2004-05-07,2015-07-13,9667.69,FALSE,393,52,9075055.95,6787749.2299999995,7053105.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,534393,9609448.95,FALSE,16.078257437991265,-0.2682436197690112,2004,5,1,0
1517,7,NE,39,27,27,27,26,39,TRUE,TRUE,TRUE,TRUE,TRUE,2004-05-25,2011-11-08,22750.6,FALSE,342,104,17247515.43,12941905.4,13351657.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,7,1358340,18605855.43,TRUE,16.738986897206285,0.09323045105119471,2004,5,1,NA
1518,7,IA,77,75,75,75,49,77,TRUE,TRUE,TRUE,TRUE,TRUE,2004-05-25,2011-10-17,43582.76,FALSE,1153,299,18971667.7,14232686.04,14795285.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,7,47,1917796,20889463.7,TRUE,16.854755460632596,0.15656550189701687,2004,5,1,NA
1519,5,OH,25,23,23,23,17,23,TRUE,TRUE,TRUE,TRUE,TRUE,2004-06-03,2011-10-05,13002.37,FALSE,802,207,13665339.51,10227888.93,10648040.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,17,39,3335232,17000571.509999998,TRUE,16.648757519690704,0.043867463003289295,2004,6,1,NA
1520,5,IN,69,68,68,68,18,69,TRUE,TRUE,TRUE,TRUE,TRUE,2004-06-03,2012-07-26,27054.35,FALSE,282,96,5298642.26,3965852.6,4154202.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,11,608340,5906982.26,TRUE,15.59164564306834,-0.5344608195119928,2004,6,1,NA
1521,6,LA,9,9,9,9,0,9,TRUE,TRUE,TRUE,FALSE,TRUE,2004-06-08,2012-01-10,5490.93,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,2004,6,0,NA
1522,3,WV,24,24,24,24,12,24,TRUE,TRUE,TRUE,TRUE,TRUE,2004-06-07,2011-04-13,11333.95,FALSE,506,39,12188786.54,9123085.98,9399463.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,6,47,2604033,14792819.54,TRUE,16.509652454786917,-0.0322345987122876,2004,6,1,NA
1523,4,KY,78,78,78,78,39,78,TRUE,TRUE,TRUE,TRUE,TRUE,2004-06-10,2015-03-17,27045.64,FALSE,1385,111,22562965.72,16923323.26,17498353.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,5,1290493,23853458.72,TRUE,16.987439784490782,0.22915488323930822,2004,6,1,NA
1524,7,MO,37,37,37,37,0,37,TRUE,TRUE,TRUE,FALSE,TRUE,2004-06-11,2010-01-27,21772.85,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,21392,21392,TRUE,9.970772299341725,-3.609546909264255,2004,6,0,NA
1525,3,VA,4,4,4,4,0,4,TRUE,TRUE,TRUE,FALSE,TRUE,2004-06-15,2007-04-05,1937.97,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,9665,9665,TRUE,9.17626639164243,-4.044207844600734,2004,6,0,NA
1526,5,WI,44,44,44,44,17,44,TRUE,TRUE,TRUE,TRUE,TRUE,2004-06-18,2012-11-23,34869.56,FALSE,786,319,13915363.459999999,10424953.06,10868369.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,11,14,1712764,15628127.459999999,TRUE,16.56458289099791,-0.0021830729142584466,2004,6,1,NA
1527,5,MI,26,23,23,23,0,26,TRUE,TRUE,TRUE,FALSE,TRUE,2004-06-30,2013-06-20,21205.920000000002,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,13,8,1536743,1536743,TRUE,14.245175799691369,-1.2710920211847012,2004,6,0,NA
1528,6,AR,14,0,0,0,14,14,FALSE,FALSE,FALSE,TRUE,TRUE,2004-06-30,2015-07-13,9440.6,FALSE,323,65,4214439.62,3149411.07,3303885.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,327796,4542235.62,FALSE,15.328929876127765,-0.6781882353555142,2004,6,1,0
1529,9,CA,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,2004-06-30,2014-01-08,1426.5,FALSE,63,16,27522857.27,20600697.78,21025562.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1212768,28735625.27,FALSE,17.173648209561954,0.33102640794998617,2004,6,1,0
1530,2,NJ,2,2,2,2,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,2004-07-16,2015-03-17,1047.13,FALSE,206,50,9466982.89,7100237.33,7337467.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,4,9,1623629,11090611.89,TRUE,16.221609532736842,-0.18981807883755336,2004,7,1,NA
1531,8,SD,10,0,0,0,10,10,FALSE,FALSE,FALSE,TRUE,TRUE,2004-07-20,2011-03-14,NA,TRUE,116,53,1335677,1001757.9,1058536.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97700,1433377,FALSE,14.175543756647908,-1.3091865509614589,2004,7,1,0
1532,9,MP,3,0,0,0,3,3,FALSE,FALSE,FALSE,TRUE,TRUE,2004-07-29,2015-01-15,NA,TRUE,106,25,2038492.66,1834643.5499999998,1907631.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,116512,2155004.66,FALSE,14.58330344393064,-1.086108024610332,2004,7,1,0
1533,9,GU,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,2004-07-29,2012-03-01,NA,TRUE,81,35,1178364.1300000001,883773.17,919429.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1178364.1300000001,TRUE,13.979637704088175,-1.4163634859829664,2004,7,1,0
1534,2,NY,62,0,0,0,14,62,FALSE,FALSE,FALSE,TRUE,TRUE,2004-08-03,2017-08-01,54554.99,FALSE,1006,207,23860415.87,17895312.95,18467868.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,938488,24798903.87,FALSE,17.026310011368093,0.25042013628211846,2004,8,1,0
1535,7,KS,29,0,0,0,29,27,FALSE,FALSE,FALSE,TRUE,TRUE,2004-08-03,2011-03-08,23663.86,FALSE,300,117,13182154.72,9888121.93,10223840.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,1024022,14206176.72,FALSE,16.46918740827668,-0.05437235098590546,2004,8,1,0
1536,3,WV,4,4,4,4,0,4,TRUE,TRUE,TRUE,FALSE,TRUE,2004-08-06,2010-11-09,1986.53,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,8,199350,199350,TRUE,12.2028173528095,-2.388432275311575,2004,8,0,NA
1537,4,KY,27,0,0,0,27,27,FALSE,FALSE,FALSE,TRUE,TRUE,2004-08-06,2013-11-13,10330.59,FALSE,181,69,4428847.06,3322008.93,3480615.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,278721,4707568.06,FALSE,15.36468199718907,-0.6586288460165847,2004,8,1,0
1538,3,PA,7,3,3,3,0,7,TRUE,TRUE,TRUE,FALSE,TRUE,2004-08-06,2011-07-07,4131.91,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,15,960033,960033,TRUE,13.774722937853213,-1.5284689380542622,2004,8,0,NA
1539,4,FL,67,26,26,26,67,67,TRUE,TRUE,TRUE,TRUE,TRUE,2004-08-13,NA,65757.69,FALSE,6379,520,671989276.62,610454568.94,619799240.95,268547,65407,2349,0,242944,116215,208970753.97,236292,45646,91728356.27,144404,93321,117242397.7,417941507.94,2273,131,2054,118894704,1208825488.56,FALSE,20.912915054537695,2.3767169541869224,2004,8,1,1
1540,9,NV,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,2004-08-26,2014-03-20,157.24,FALSE,37,6,8261583.36,6196187.55,6365836.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,683748,8945331.36,FALSE,16.006642318397585,-0.3074230576626365,2004,8,1,0
1541,9,MP,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,2004-08-26,2015-01-15,NA,TRUE,385,54,6823786.61,6141408.47,6334210.46,5517,1586,2,0,5185,3980,13836392.68,5034,3130,9147550.58,4134,3101,4688842.100000001,27672785.36,118,8,118,1665805,36162376.97,FALSE,17.403529826117637,0.4567908075604336,2004,8,1,1
1542,5,IN,20,0,0,0,20,20,FALSE,FALSE,FALSE,TRUE,TRUE,2004-09-01,2013-03-11,7920.41,FALSE,168,73,3695982.91,2763647.32,2900653.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,257617,3953599.91,FALSE,15.190137091452419,-0.7541194537647463,2004,9,1,0
1543,4,SC,2,0,0,0,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,2004-09-01,2013-09-27,2289.65,FALSE,97,31,3100774.7,2317161.23,2426201.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,154028,3254802.7,FALSE,14.995642217348353,-0.8605243565816814,2004,9,1,0
1544,3,VA,12,12,12,12,7,12,TRUE,TRUE,TRUE,TRUE,TRUE,2004-09-03,2011-03-15,NA,TRUE,432,25,27138089.55,20353633.35,20783468.17,5198,3048,96,0,4398,3272,9262094.78,4134,3074,6458352.78,2313,1146,2803742,18524189.56,23,9,19,2069176,47731455.11,FALSE,17.681101174794357,0.6086454644852686,2004,9,1,1
1545,4,FL,67,45,45,45,67,67,TRUE,TRUE,TRUE,TRUE,TRUE,2004-09-04,NA,65757.69,FALSE,8688,807,733527848.06,670860196.95,682832908.86,457009,298164,5768,0,409408,229236,411862738.49,392826,112051,192021692.39,253856,165174,219841046.1,823725476.98,1176,152,1047,140603425,1697856750.04,FALSE,21.25263255734269,2.5625707358749485,2004,9,1,1
1546,4,NC,35,33,33,33,18,35,TRUE,TRUE,TRUE,TRUE,TRUE,2004-09-10,2015-11-04,16857.75,FALSE,843,92,23349938.7,17819724.45,18285916.76,13752,12654,126,0,12308,7790,21289503.580000002,11749,6147,12088046.88,7931,4096,9201456.7,42579007.16,23,5,20,2385655,68314600.86,FALSE,18.03963407709695,0.8047928375300136,2004,9,1,1
1547,4,SC,3,0,0,0,3,3,FALSE,FALSE,FALSE,TRUE,TRUE,2004-09-15,2014-10-14,3524.2799999999997,FALSE,122,35,16700678.84,12501585.74,12821500.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,812281,17512959.84,FALSE,16.678451727098516,0.06011266878574848,2004,9,1,0
1548,6,LA,29,8,8,8,26,29,TRUE,TRUE,TRUE,TRUE,TRUE,2004-09-15,2014-07-10,24395.21,FALSE,276,96,9072032.02,8714763.81,9018988.63,9345,8246,32,0,8360,3043,4252022.7700000005,7635,2166,2779944.79,5890,1340,1472077.98,8504045.540000001,1,1,1,360870,17936947.560000002,FALSE,16.702373252961063,0.0731997367424869,2004,9,1,1
1549,4,AL,67,65,65,65,51,67,TRUE,TRUE,TRUE,TRUE,TRUE,2004-09-15,2014-03-06,52420.05,FALSE,2914,475,240795262.2,218224618.07,222148642.93,165332,145898,2827,0,150855,89234,190226496.68,144696,63520,113371052.4,97266,52522,76855444.28,380452993.36,443,156,418,49632431,670880686.56,FALSE,20.32410186475849,2.0545870753179134,2004,9,1,1
1550,4,MS,44,10,10,10,44,44,TRUE,TRUE,TRUE,TRUE,TRUE,2004-09-15,2017-12-19,27289.84,FALSE,624,142,16566020.97,13964371.38,14444569.459999999,10242,9011,60,0,9322,4531,8514432.84,8953,3695,6200742.72,5125,1798,2313690.12,17028865.68,29,14,27,1992844,35587730.65,FALSE,17.387511491755717,0.44802744390408694,2004,9,1,1
1551,4,FL,45,38,38,38,25,45,TRUE,TRUE,TRUE,TRUE,TRUE,2004-09-16,2020-09-15,48213.9,FALSE,3382,225,760196289.77,685918574.1,694779708.94,146317,124518,3765,0,129629,79164,164517307.53,125024,42250,77889008.09,84362,57801,86628299.44,329034615.06,8632,65,7618,106153553,1195384457.83,FALSE,20.90173369262192,2.3705998175092104,2004,9,1,1
1552,2,PR,78,58,58,58,77,78,TRUE,TRUE,TRUE,TRUE,TRUE,2004-09-17,2015-08-10,NA,TRUE,1188,102,51669504.91,40270031.72,41301481.72,196416,176437,711,0,190391,159978,416500859.48,171400,94995,118993520.93,155471,131307,297507338.55,833001718.96,104,23,82,9807073,894478296.87,FALSE,20.611751197756767,2.2119552294352363,2004,9,1,1
1553,4,NC,29,29,29,29,18,29,TRUE,TRUE,TRUE,TRUE,TRUE,2004-09-18,2015-10-20,13354.960000000001,FALSE,1301,99,41862343.49,31976930.77,32660678.88,7696,6760,134,0,5915,4010,13371728.209999999,5662,3751,10026877.07,2649,1217,3344851.14,26743456.42,5,5,4,1201079,69806878.91,FALSE,18.061243114595896,0.8166147816590541,2004,9,1,1
1554,4,GA,31,19,19,19,30,31,TRUE,TRUE,TRUE,TRUE,TRUE,2004-09-18,2018-02-28,9764.2,FALSE,602,114,14797101.26,11529604.74,11948606.45,2674,2299,88,0,2263,1305,4243819.01,2177,1197,2991644.47,1037,385,1252174.54,8487638.02,21,6,12,1146630,24431369.28,FALSE,17.011378490783166,0.24225135032276135,2004,9,1,1
1555,3,PA,67,10,10,10,0,67,TRUE,TRUE,TRUE,FALSE,TRUE,2004-09-19,2010-11-09,46054.32,FALSE,0,0,0,0,0,1440,1316,56,0,1263,953,3439214.02,1213,898,2499993.13,732,395,939220.89,6878428.04,4,3,4,197870,7076298.04,FALSE,15.772261453216515,-0.435648921180237,2004,9,0,1
1556,5,OH,88,21,21,21,17,88,TRUE,TRUE,TRUE,TRUE,TRUE,2004-09-19,2011-05-25,44825.59,FALSE,1636,365,33228917.25,24885859.13,25804256.17,8986,7775,67,0,7773,6123,23662227.18,7489,5628,13809310.51,4798,2577,9852916.67,47324454.36,126,5,76,4180255,84733626.61,FALSE,18.255023089217833,0.9226285748888069,2004,9,1,1
1557,3,PA,67,56,56,56,51,67,TRUE,TRUE,TRUE,TRUE,TRUE,2004-09-19,2012-04-19,46054.32,FALSE,5133,1439,110237915.16,82552424.66,85266594.98,37105,33730,761,0,32315,25102,86766316.64,31159,22912,58004959.82,18661,10788,28761356.82,173532633.28,189,23,128,12706667,296477215.44,FALSE,19.5074809283903,1.6078273765196867,2004,9,1,1
1558,3,WV,22,19,19,19,22,22,TRUE,TRUE,TRUE,TRUE,TRUE,2004-09-20,2012-06-05,7664,FALSE,843,108,20804539.26,15566364.040000001,16023728.24,7240,6377,91,0,6280,4835,19308118.5,6073,4404,11920902.36,3437,1987,7387216.140000001,38616237,56,11,51,2930667,62351443.260000005,FALSE,17.94829737753693,0.7548240520539339,2004,9,1,1
1559,1,VT,7,0,0,0,7,7,FALSE,FALSE,FALSE,TRUE,TRUE,2004-09-23,2011-01-04,4759.5,FALSE,291,57,2984320.52,2230721.42,2348737.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,221207,3205527.52,FALSE,14.980387227616708,-0.8688701071180194,2004,9,1,0
