disaster_number,region,state,area_declarations,ih_program_declarations,ia_program_declarations,ia_or_ih_program_declarations,pa_program_declarations,hm_program_declarations,ih_declared,ia_declared,ia_or_ih_declared,pa_declared,hm_declared,min_declaration_date,max_close_out_date,square_miles_in_declared_area,censored_sqaure_miles,pa_projects,pa_applicants,pa_amount,pa_federal_share_obligated,pa_total_obligated,ia_registrations,ia_valid_call_center_registrations,ia_valid_web_registrations,ia_valid_mobile_registrations,ia_ihp_referrals,ia_ihp_eligible,ia_ihp_amount,ia_ha_referrals,ia_ha_eligible,ia_ha_amount,ia_ona_referrals,ia_ona_eligible,ia_ona_amount,ia_amount,hm_number_of_properties,hm_projects,hm_number_of_final_properties,hm_project_amount,total_amount,right_censored_total_amount,log_total_amount,scaled_log_total_amount,year,month,nonzero_pa_projects,nonzero_ia_registrations
959,5,WI,1,0,1,1,1,0,FALSE,TRUE,TRUE,TRUE,FALSE,1992-09-02,1998-09-30,637.41,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1992,9,NA,NA
960,6,TX,26,0,26,26,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,1992-09-09,1995-09-08,24723.760000000002,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1992,9,0,NA
961,9,HI,6,0,6,6,6,0,FALSE,TRUE,TRUE,TRUE,FALSE,1992-09-12,2010-10-21,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1992,9,NA,NA
962,5,IN,15,0,0,0,15,0,FALSE,FALSE,FALSE,TRUE,FALSE,1992-09-18,2001-09-18,5672.63,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1992,9,NA,0
963,5,WI,1,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1992-09-18,1998-09-30,1238.25,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1992,9,NA,0
964,5,WI,10,0,10,10,10,0,FALSE,TRUE,TRUE,TRUE,FALSE,1992-09-30,1998-09-21,6949.99,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1992,9,NA,NA
965,7,IA,9,0,0,0,9,0,FALSE,FALSE,FALSE,TRUE,FALSE,1992-10-02,2005-08-03,4313.43,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1992,10,NA,0
966,4,FL,7,0,7,7,5,0,FALSE,TRUE,TRUE,TRUE,FALSE,1992-10-08,2004-04-07,5000.53,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1992,10,NA,NA
967,4,MS,1,0,1,1,1,0,FALSE,TRUE,TRUE,TRUE,FALSE,1992-10-17,2003-09-15,516.46,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1992,10,NA,NA
968,4,MS,21,0,21,21,9,0,FALSE,TRUE,TRUE,TRUE,FALSE,1992-11-25,2002-03-29,12935.630000000001,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1992,11,NA,NA
969,4,GA,14,0,14,14,12,0,FALSE,TRUE,TRUE,TRUE,FALSE,1992-12-01,2002-04-04,4822.35,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1992,12,NA,NA
970,6,TX,1,0,1,1,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,1992-12-04,1995-04-24,1777.48,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1992,12,0,NA
972,1,CT,3,0,3,3,3,0,FALSE,TRUE,TRUE,TRUE,FALSE,1992-12-17,2001-09-24,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1992,12,NA,NA
973,2,NJ,12,0,12,12,12,0,FALSE,TRUE,TRUE,TRUE,FALSE,1992-12-18,2004-05-28,5094.62,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1992,12,NA,NA
974,2,NY,5,0,5,5,5,0,FALSE,TRUE,TRUE,TRUE,FALSE,1992-12-21,2005-08-31,3559.29,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1992,12,NA,NA
975,1,MA,9,0,7,7,9,0,FALSE,TRUE,TRUE,TRUE,FALSE,1992-12-21,2006-04-11,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1992,12,NA,NA
976,3,DE,1,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1993-01-15,2001-07-30,1196.39,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1993,1,NA,0
977,9,AZ,13,0,13,13,13,0,FALSE,TRUE,TRUE,TRUE,FALSE,1993-01-19,2010-04-27,96015.91,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,1,NA,NA
978,6,LA,9,0,9,9,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,1993-02-02,1996-03-06,6703.97,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,2,0,NA
979,9,CA,27,0,27,27,27,0,FALSE,TRUE,TRUE,TRUE,FALSE,1993-02-03,2011-02-10,107013.77,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,2,NA,NA
980,4,GA,8,0,8,8,1,0,FALSE,TRUE,TRUE,TRUE,FALSE,1993-03-04,2005-06-28,2911.96,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,3,NA,NA
981,10,WA,7,0,0,0,7,0,FALSE,FALSE,FALSE,TRUE,FALSE,1993-03-04,1999-06-29,10857.56,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1993,3,NA,0
982,4,FL,38,0,38,38,38,0,FALSE,TRUE,TRUE,TRUE,FALSE,1993-03-13,2006-06-05,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,3,NA,NA
983,7,NE,13,0,0,0,13,0,FALSE,FALSE,FALSE,TRUE,FALSE,1993-04-02,2002-03-28,6979.2,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1993,4,NA,0
984,2,NY,1,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1993-04-02,2001-03-21,33.59,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1993,4,NA,0
985,10,OR,4,0,0,0,4,0,FALSE,FALSE,FALSE,TRUE,FALSE,1993-04-26,2001-03-16,4519.87,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1993,4,NA,0
986,7,IA,15,0,15,15,7,0,FALSE,TRUE,TRUE,TRUE,FALSE,1993-04-26,2005-08-03,8902.83,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,4,NA,NA
987,6,OK,4,0,4,4,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,1993-04-26,1995-11-22,2572.71,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,4,0,NA
988,1,ME,12,0,0,0,12,0,FALSE,FALSE,FALSE,TRUE,FALSE,1993-05-11,1999-04-12,29338.4,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1993,5,NA,0
989,7,MO,8,0,8,8,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,1993-05-11,1998-02-12,4539.99,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,5,0,NA
990,1,VT,4,0,0,0,4,0,FALSE,FALSE,FALSE,TRUE,FALSE,1993-05-12,2001-02-26,2313.71,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1993,5,NA,0
991,6,OK,44,0,44,44,41,0,FALSE,TRUE,TRUE,TRUE,FALSE,1993-05-12,2005-07-08,37950.96,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,5,NA,NA
992,6,NM,4,0,0,0,4,0,FALSE,FALSE,FALSE,TRUE,FALSE,1993-06-07,1999-07-22,19797.989999999998,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1993,6,NA,0
993,5,MN,57,0,57,57,56,0,FALSE,TRUE,TRUE,TRUE,FALSE,1993-06-11,2009-03-11,43655.1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,6,NA,NA
994,5,WI,47,0,47,47,40,0,FALSE,TRUE,TRUE,TRUE,FALSE,1993-07-02,2006-03-07,36535.8,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,7,NA,NA
995,7,MO,105,0,103,103,91,0,FALSE,TRUE,TRUE,TRUE,FALSE,1993-07-09,2005-08-25,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,7,NA,NA
996,7,IA,99,0,99,99,99,0,FALSE,TRUE,TRUE,TRUE,FALSE,1993-07-09,2006-03-29,56272.8,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,7,NA,NA
997,5,IL,39,0,39,39,37,0,FALSE,TRUE,TRUE,TRUE,FALSE,1993-07-09,2011-02-17,22680.09,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,7,NA,NA
998,7,NE,52,0,52,52,52,0,FALSE,TRUE,TRUE,TRUE,FALSE,1993-07-19,2006-03-27,32791.24,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,7,NA,NA
999,8,SD,39,0,39,39,39,0,FALSE,TRUE,TRUE,TRUE,FALSE,1993-07-19,2001-09-04,34240.42,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,7,NA,NA
1000,7,KS,57,0,57,57,53,0,FALSE,TRUE,TRUE,TRUE,FALSE,1993-07-22,2007-03-28,42961.36,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,7,NA,NA
1001,8,ND,39,0,39,39,39,0,FALSE,TRUE,TRUE,TRUE,FALSE,1993-07-26,2006-03-06,49996.38,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,7,NA,NA
1002,5,IN,6,0,6,6,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,1993-09-09,2002-07-24,2372.8,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,9,0,NA
1003,4,NC,1,0,1,1,1,0,FALSE,TRUE,TRUE,TRUE,FALSE,1993-09-10,2003-09-22,1562.56,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,9,NA,NA
1004,10,OR,1,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1993-10-15,2010-02-17,6135.55,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1993,10,NA,0
1005,9,CA,6,0,6,6,6,0,FALSE,TRUE,TRUE,TRUE,FALSE,1993-10-28,2011-02-24,39841.32,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,10,NA,NA
1006,7,MO,24,0,24,24,14,0,FALSE,TRUE,TRUE,TRUE,FALSE,1993-12-01,2006-03-13,16793.27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,12,NA,NA
1007,3,VA,1,0,1,1,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,1993-12-22,1997-02-20,NA,TRUE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1993,12,0,NA
1008,9,CA,3,0,3,3,3,0,FALSE,TRUE,TRUE,TRUE,FALSE,1994-01-17,2017-09-29,7907.389999999999,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1994,1,NA,NA
1009,4,MS,26,0,0,0,26,0,FALSE,FALSE,FALSE,TRUE,FALSE,1994-02-18,2008-08-12,14185.74,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1994,2,NA,0
1010,4,TN,71,0,0,0,71,0,FALSE,FALSE,FALSE,TRUE,FALSE,1994-02-28,2008-04-15,32643.73,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1994,2,NA,0
1011,6,AR,17,0,0,0,17,0,FALSE,FALSE,FALSE,TRUE,FALSE,1994-02-28,2002-06-12,12487.82,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1994,2,NA,0
1012,6,LA,8,0,0,0,8,0,FALSE,FALSE,FALSE,TRUE,FALSE,1994-02-28,1999-06-29,6280.83,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1994,2,NA,0
1013,4,AL,10,0,0,0,10,0,FALSE,FALSE,FALSE,TRUE,FALSE,1994-03-03,2004-05-18,6651.42,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1994,3,NA,0
1014,3,VA,72,0,0,0,72,0,FALSE,FALSE,FALSE,TRUE,FALSE,1994-03-10,2002-07-22,NA,TRUE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1994,3,NA,0
1015,3,PA,44,0,0,0,44,0,FALSE,FALSE,FALSE,TRUE,FALSE,1994-03-10,2006-03-24,28345.82,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1994,3,NA,0
1016,3,MD,9,0,0,0,9,0,FALSE,FALSE,FALSE,TRUE,FALSE,1994-03-16,2004-02-17,5292.0199999999995,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1994,3,NA,0
1017,3,DE,2,0,0,0,2,0,FALSE,FALSE,FALSE,TRUE,FALSE,1994-03-16,2003-03-21,1994.7200000000003,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1994,3,NA,0
1018,4,KY,68,0,0,0,68,0,FALSE,FALSE,FALSE,TRUE,FALSE,1994-03-16,2006-03-16,23936.2,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1994,3,NA,0
1019,4,AL,7,0,6,6,7,0,FALSE,TRUE,TRUE,TRUE,FALSE,1994-03-30,2005-07-11,4820.88,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1994,3,NA,NA
1020,4,GA,12,0,12,12,11,0,FALSE,TRUE,TRUE,TRUE,FALSE,1994-03-31,2004-02-17,4085.2200000000003,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1994,3,NA,NA
1021,3,VA,33,0,0,0,33,0,FALSE,FALSE,FALSE,TRUE,FALSE,1994-04-11,2002-07-22,NA,TRUE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1994,4,NA,0
1022,4,TN,17,0,17,17,15,0,FALSE,TRUE,TRUE,TRUE,FALSE,1994-04-14,2007-07-03,7012.5199999999995,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1994,4,NA,NA
1023,7,MO,18,0,18,18,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,1994-04-21,2003-11-04,NA,TRUE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1994,4,0,NA
1024,6,OK,1,0,1,1,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,1994-04-21,2000-02-22,484.61,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1994,4,0,NA
1025,5,IL,16,0,16,16,16,0,FALSE,TRUE,TRUE,TRUE,FALSE,1994-04-26,2005-07-06,8951.71,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1994,4,NA,NA
1026,6,TX,3,0,3,3,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,1994-04-29,1999-06-29,2740.15,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1994,4,0,NA
1027,7,NE,15,0,0,0,15,0,FALSE,FALSE,FALSE,TRUE,FALSE,1994-05-09,2006-08-29,14287.02,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1994,5,NA,0
1028,5,MI,10,0,0,0,10,0,FALSE,FALSE,FALSE,TRUE,FALSE,1994-05-10,1999-04-12,21093.37,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1994,5,NA,0
1029,1,ME,1,0,1,1,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,1994-05-13,2001-09-28,6827.57,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1994,5,0,NA
1030,3,DC,1,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1994-06-17,2002-02-19,NA,TRUE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1994,6,NA,0
1031,8,SD,21,0,0,0,21,0,FALSE,FALSE,FALSE,TRUE,FALSE,1994-06-21,2001-07-16,21291.07,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1994,6,NA,0
1032,8,ND,25,0,0,0,25,0,FALSE,FALSE,FALSE,TRUE,FALSE,1994-07-01,2001-07-16,30712.38,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1994,7,NA,0
1033,4,GA,55,0,55,55,53,0,FALSE,TRUE,TRUE,TRUE,FALSE,1994-07-07,2012-06-28,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1994,7,NA,NA
1034,4,AL,10,0,10,10,10,0,FALSE,TRUE,TRUE,TRUE,FALSE,1994-07-08,2005-08-25,7004.45,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1994,7,NA,NA
1035,4,FL,12,0,12,12,12,0,FALSE,TRUE,TRUE,TRUE,FALSE,1994-07-10,2006-03-24,10316.17,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1994,7,NA,NA
1036,10,OR,8,0,8,8,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,1994-08-02,1999-02-19,17949.59,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1994,8,0,NA
1037,10,WA,6,0,6,6,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,1994-08-02,1999-06-29,11092.22,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1994,8,0,NA
1038,9,CA,4,0,4,4,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,1994-09-13,2000-09-29,10928.09,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1994,9,0,NA
1039,10,AK,3,0,2,2,3,0,FALSE,TRUE,TRUE,TRUE,FALSE,1994-09-13,2002-08-14,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1994,9,NA,NA
1041,6,TX,38,0,38,38,26,0,FALSE,TRUE,TRUE,TRUE,FALSE,1994-10-18,2005-08-25,34461.8,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1994,10,NA,NA
1042,4,GA,13,0,13,13,12,0,FALSE,TRUE,TRUE,TRUE,FALSE,1994-10-19,2006-05-24,7397.77,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1994,10,NA,NA
1043,4,FL,2,0,2,2,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,1994-11-28,2006-03-24,2989.44,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1994,11,0,NA
1044,9,CA,42,0,42,42,42,0,FALSE,TRUE,TRUE,TRUE,FALSE,1995-01-10,2012-05-02,115635.45,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1995,1,NA,NA
1045,8,SD,21,0,0,0,21,0,FALSE,FALSE,FALSE,TRUE,FALSE,1995-03-14,2000-09-07,25446.88,FALSE,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE,NA,NA,1995,3,NA,0
1046,9,CA,57,0,57,57,57,0,FALSE,TRUE,TRUE,TRUE,FALSE,1995-03-12,2012-07-17,162465.04,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1995,3,NA,NA
1047,4,AL,5,0,5,5,5,0,FALSE,TRUE,TRUE,TRUE,FALSE,1995-04-21,2005-07-11,3532.33,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1995,4,NA,NA
1048,6,OK,1,0,1,1,1,0,FALSE,TRUE,TRUE,TRUE,FALSE,1995-04-26,2004-04-22,718.37,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1995,4,NA,NA
